rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,price,slot,BOARD
172,Kyle Pitts,ATL,TE,78.5,5,81,-91,65.97,59.24211636071694,59.24211636071694,vet,5,,10.3472,2.8182,10.353369451689588,6.695175531217138,,9.930036108083495,0.5972878014141912,10.350884938235604,,,,10.350884938235604,10.350884938235604,,,,,3.9989466731227745,theta_star,10.350884938235604,1.7763568394002505e-15,10.350884938235604,0.0,10.350884938235604,1.4140273464687263,9.786079490785122,0.5648054474504836,54.0,0.944,3.725,0.5740740740740741,True,6.5875,3.725,top70,-2.8625000000000003,0.2785554474504835,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kyle pitts,81.0,65.97,44.74521072796935,55
155,Sam LaPorta,DET,TE,87.6,7,88,-67,66.41,59.24211636071694,59.24211636071694,vet,3,,11.8916,2.3333,10.353369451689588,6.695175531217138,,11.993668949471097,0.6417555115226373,10.904432067629305,,,,10.904432067629305,10.904432067629305,,,,,4.2966657977701,theta_star,10.904432067629305,0.0,10.904432067629305,0.0,10.904432067629305,1.46571924285828,9.786079490785122,1.1183525768441829,54.0,0.778,3.75,0.4629629629629629,True,6.5875,3.725,top70,-2.8375000000000004,0.8346025768441828,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,sam laporta,88.0,66.41,44.82950191570881,56
46,DJ Moore,BUF,WR,51.3,26,53,7,71.14,59.24211636071694,59.24211636071694,vet,8,130.0,12.27039600153787,2.9766536964980546,12.853924073475545,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.60499284620759,29.38261464750171,-0.0595252089551882,11.594446715171957,12.316635021592194,12.316635021592194,,,,,6.182658948278936,theta_star,12.316635021592194,0.9316824892039026,13.248317510796095,0.0,13.248317510796095,1.24324765717444,7.920755406757527,5.32756210403857,54.0,0.944,5.775,0.3148148148148148,True,4.65,4.6875,top70,1.125,5.44006210403857,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9316824892039026,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dj moore,54.0,71.14,45.0,57
47,Luther Burden III,CHI,WR,53.4,27,55,8,77.29,69.67356531621753,69.67356531621753,soph,1,13.0,9.715384615384616,1.0,12.739458663273002,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,12.161404768443775,22.72142368240931,0.0900272972176797,11.337072067070524,12.471391472736713,12.471391472736713,,,,,7.594752425403894,theta_star,12.471391472736713,0.714304263631643,13.185695736368356,0.0,13.185695736368356,1.3779289191939377,7.920755406757527,5.264940329610829,18.0,0.833,1.05,0.6111111111111112,False,4.65,4.6875,top70,0.0,5.264940329610829,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.7143042636316438,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,luther burden,33.0,77.29,46.0,58
48,Jaylen Waddle,DEN,WR,48.8,24,48,0,60.59,51.063132301542794,51.063132301542794,vet,5,77.0,12.542768003975784,2.8181818181818183,13.894337842606388,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,13.335772575379874,27.76728268309377,-0.0479214714900441,11.917802871602175,13.077492310317725,13.077492310317725,,,,,6.326338155306967,theta_star,13.077492310317725,0.0,13.077492310317725,0.0,13.077492310317725,1.778530032823029,7.920755406757527,5.156736903560198,54.0,0.833,4.875,0.4074074074074074,True,4.65,4.6875,top70,0.2249999999999996,5.179236903560198,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jaylen waddle,49.0,60.59,47.0,59
49,DK Metcalf,PIT,WR,65.1,32,66,17,88.1,73.52284750866616,73.52284750866616,vet,7,111.0,12.933944341516131,2.953488372093023,12.43820922971078,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.648741407148858,28.71457905544148,-0.0522096311409011,12.15711060793941,12.318830344683152,12.318830344683152,,,,,6.203253256747046,pi_market (market-anchored),12.43820922971078,0.4558953851446112,12.894104614855392,0.0,12.894104614855392,1.2453165517998874,7.920755406757527,4.973349208097865,54.0,0.852,6.2,0.3518518518518518,True,4.65,4.6875,top70,1.5499999999999998,5.128349208097865,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.4558953851446096,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dk metcalf,66.0,88.1,48.0,60
50,Rome Odunze,CHI,WR,49.7,25,50,0,72.31,59.24211636071694,59.24211636071694,vet,2,29.0,10.957843137254905,1.8,12.853924073475545,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.26558867522058,24.246406570841888,0.0582400473752514,11.902002576825971,12.558552129092671,12.558552129092671,,,,,7.436722530772208,theta_star,12.558552129092671,0.7007239354536665,13.259276064546338,0.0,13.259276064546338,1.3635177419795652,7.920755406757527,5.338520657788811,36.0,0.806,2.075,0.5833333333333334,True,4.65,4.6875,top70,-2.575,5.081020657788811,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.7007239354536647,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,rome odunze,51.0,72.31,49.0,61
51,Terry McLaurin,WAS,WR,42.6,21,43,-8,62.08,51.063132301542794,51.063132301542794,vet,7,107.0,12.817073380533316,2.953488372093023,13.894337842606388,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,13.436837803823677,30.962354551676935,-0.0893213521051494,11.673176068665272,12.95103967071161,12.95103967071161,,,,,6.203253256747046,theta_star,12.95103967071161,0.0,12.95103967071161,0.0,12.95103967071161,1.7611435570030975,7.920755406757527,5.0302842639540835,54.0,0.815,3.95,0.3333333333333333,True,4.65,4.6875,top70,-0.7000000000000002,4.960284263954083,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,terry mclaurin,46.0,62.08,50.0,62
78,Jaxson Dart,NYG,QB,104.3,12,106,28,75.7,69.67356531621753,69.67356531621753,soph,1,,20.1317,1.0,17.634423450195044,17.020112734744988,,49.5820100337899,0.744450896949701,18.272600232566244,,,,18.272600232566244,18.272600232566244,,,,,12.670638191565931,theta_star,18.272600232566244,0.0,18.272600232566244,0.0,18.272600232566244,2.517005978495674,15.166228061514008,3.1063721710522376,18.0,0.778,0.005,0.3888888888888889,False,10.125,10.6175,top70,0.0,3.1063721710522376,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jaxson dart,106.0,75.7,50.95527156549521,63
52,Carnell Tate,TEN,WR,76.4,38,80,28,69.62,59.24211636071694,59.24211636071694,rookie,0,0.0,,0.0,12.853924073475545,11.422710913543565,36.420213460414466,inf,1.0,12.853924073475545,21.61533196440794,0.065003711219415,,12.853924073475545,12.853924073475545,,,,,11.422710913543565,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,0.0,12.853924073475545,2.3898442327423313,7.920755406757527,4.933168666718018,,,,,False,4.65,4.6875,top70,0.0,4.933168666718018,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,carnell tate,80.0,69.62,51.0,64
153,Harold Fannin Jr.,CLE,TE,81.5,6,83,-70,76.81,69.67356531621753,69.67356531621753,soph,1,,11.65,1.0,10.353369451689588,8.982491813344657,,23.854679408424037,0.7264535439828048,10.708058142943534,,,,10.708058142943534,10.708058142943534,,,,,6.525363011600756,theta_star,10.708058142943534,0.0,10.708058142943534,0.0,10.708058142943534,1.806289430241006,9.786079490785122,0.921978652158412,18.0,0.889,6.025,0.3333333333333333,False,6.5875,3.725,top70,0.0,0.921978652158412,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,harold fannin,83.0,76.81,51.668965517241375,65
53,David Montgomery,HOU,RB,63.6,26,63,10,75.84,69.67356531621753,69.67356531621753,vet,7,105.0,12.337007432894415,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.584503612394483,29.234770704996578,-0.0999935263415817,10.597213963280794,10.772505287594557,10.772505287594557,,,,,6.264180313757624,theta_star,10.772505287594557,0.2114989424810875,10.984004230075644,1.4,12.384004230075645,1.5829314974132802,7.4745791409013185,4.9094250891743245,54.0,0.833,5.925000000000001,0.3333333333333333,True,6.1125,6.1125,top70,-0.1874999999999991,4.890675089174325,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.211498942481089,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,david montgomery,63.0,75.84,52.0,66
100,Matthew Stafford,LAR,QB,83.6,9,86,-14,79.04,69.67356531621753,69.67356531621753,vet,12,,17.5954,2.9985,17.634423450195044,8.540768288565792,,15.976222052561852,0.6516387953933107,17.62082919407719,,,,17.62082919407719,17.62082919407719,,,,,5.5654959592944016,theta_star,17.62082919407719,0.0,17.62082919407719,0.0,17.62082919407719,1.6681570608450516,15.166228061514008,2.454601132563182,54.0,0.889,9.705,0.1851851851851851,True,10.125,10.6175,top70,-0.4199999999999999,2.412601132563182,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,matthew stafford,86.0,79.04,52.70281124497992,67
54,Jadarian Price,SEA,RB,64.5,27,65,11,81.21,69.67356531621753,69.67356531621753,rookie,0,0.0,,0.0,10.925918745824406,13.882089022740637,35.36523585755328,inf,1.0,10.925918745824406,22.89664613278576,0.0709863059198488,,10.925918745824406,10.925918745824406,,,,,13.882089022740637,theta_star,10.925918745824406,0.0,10.925918745824406,1.4,12.325918745824406,2.634586212552233,7.4745791409013185,4.851339604923088,,,,,False,6.1125,6.1125,top70,0.0,4.851339604923088,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jadarian price,65.0,81.21,53.0,68
56,Tony Pollard,TEN,RB,63.5,25,62,6,90.64,73.52284750866616,73.52284750866616,vet,7,109.0,11.819531834538784,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.342986831047485,29.3388090349076,-0.0999960735449725,10.270757911093408,10.620141359273898,10.620141359273898,,,,,6.264180313757624,theta_star,10.620141359273898,0.0,10.620141359273898,1.4,12.020141359273898,1.7697712159708137,7.4745791409013185,4.54556221837258,54.0,0.926,6.55,0.3333333333333333,True,6.1125,6.1125,top70,0.4375,4.58931221837258,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,tony pollard,62.0,90.64,54.0,69
57,Michael Pittman Jr.,PIT,WR,72.2,35,74,17,91.18,73.52284750866616,73.52284750866616,vet,6,94.0,12.114161220043574,2.9076923076923076,12.43820922971078,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,12.30182609494782,28.90622861054073,-0.0539073562501046,11.54081931988442,12.060521833536182,12.060521833536182,,,,,6.244373013062324,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,0.0,12.43820922971078,1.766970997648564,7.920755406757527,4.517453822953254,54.0,0.907,4.65,0.3518518518518518,True,4.65,4.6875,top70,0.0,4.517453822953254,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,michael pittman,75.0,91.18,55.0,70
79,Dak Prescott,DAL,QB,67.3,5,69,-10,87.96,73.52284750866616,73.52284750866616,vet,10,,17.7767,2.9941,19.516798543728473,8.540768288565792,,15.999700018238109,0.6519720739722866,18.91119565647081,,,,18.91119565647081,18.91119565647081,,,,,5.568342414412976,theta_star,18.91119565647081,3.552713678800501e-15,18.911195656470813,0.0,18.911195656470813,1.6685835931131794,15.166228061514008,3.7449675949568064,54.0,0.778,3.495,0.3518518518518518,True,10.125,10.6175,top70,-6.63,3.081967594956806,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dak prescott,69.0,87.96,55.937219730941706,71
59,Jameson Williams,DET,WR,45.8,23,47,-12,67.3,59.24211636071694,59.24211636071694,vet,4,43.0,12.649264069264069,2.6470588235294117,12.853924073475545,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.772434812215277,25.43463381245722,0.0161615714289195,12.683909114749795,12.786229393984382,12.786229393984382,,,,,6.489179463816703,theta_star,12.786229393984382,0.0,12.786229393984382,0.0,12.786229393984382,1.8012744743398634,7.920755406757527,4.865473987226855,54.0,0.815,0.45,0.4629629629629629,True,4.65,4.6875,top70,-4.2,4.445473987226855,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jameson williams,37.0,67.3,56.0,72
61,Mike Evans,SF,WR,60.0,30,60,-1,97.31,79.10274419252515,79.10274419252515,vet,12,175.0,13.662406955944771,2.9985355137905785,12.30481024102512,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,12.886390269213567,33.02943189596167,-0.1473312182120288,11.666695990657187,12.03144886673924,12.03144886673924,,,,,6.163330891769335,theta_star,12.03144886673924,0.584275566630378,12.61572443336962,0.0,12.61572443336962,1.2413028328906424,7.920755406757527,4.6949690266120925,54.0,0.722,0.0,0.4259259259259259,True,4.65,4.6875,top70,-4.65,4.229969026612093,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.5842755666303788,-0.0,-0.0,-0.0,-0.0,0.0,mike evans,60.0,97.31,57.0,73
62,Bhayshul Tuten,JAX,RB,51.2,23,52,-10,79.78,69.67356531621753,69.67356531621753,soph,1,15.0,5.906666666666666,1.0,10.925918745824406,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,9.615172726215189,24.54483230663929,0.0106230347549854,8.395826588247687,10.265201138402569,10.265201138402569,,,,,11.442449765890135,theta_star,10.265201138402569,0.0,10.265201138402569,1.4,11.66520113840257,2.391908209556769,7.4745791409013185,4.190621997501251,18.0,0.833,1.25,0.6111111111111112,False,6.1125,6.1125,top70,0.0,4.190621997501251,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,bhayshul tuten,53.0,79.78,58.0,74
90,Bo Nix,DEN,QB,119.7,16,120,30,91.22,79.10274419252515,79.10274419252515,vet,2,,18.1741,1.8,17.614257741334594,8.540768288565792,,26.61372323589262,0.7570504388429674,17.750271172394516,,,,17.750271172394516,17.750271172394516,,,,,6.465792380914832,theta_star,17.750271172394516,0.0,17.750271172394516,0.0,17.750271172394516,1.7980256367631178,15.166228061514008,2.5840431108805095,36.0,0.944,12.49,0.1388888888888889,True,10.125,10.6175,top70,2.365,2.8205431108805095,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,bo nix,120.0,91.22,58.045977011494244,75
63,Marvin Harrison Jr.,ARI,WR,63.9,31,64,1,92.05,79.10274419252515,79.10274419252515,vet,2,28.0,11.598395721925137,1.8,12.30481024102512,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.085616714267664,24.057494866529773,0.0627965107445783,12.418250566436772,12.340009666194316,12.340009666194316,,,,,7.436722530772208,pi_market (market-anchored),12.30481024102512,0.0,12.30481024102512,0.0,12.30481024102512,1.9283052832438392,7.920755406757527,4.3840548342675945,36.0,0.806,1.0499999999999998,0.5833333333333334,True,4.65,4.6875,top70,-3.6000000000000005,4.024054834267594,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,marvin harrison,64.0,92.05,59.0,76
101,Caleb Williams,CHI,QB,106.4,14,110,9,92.7,79.10274419252515,79.10274419252515,vet,2,,17.4686,1.8,17.634423450195044,8.540768288565792,,26.61372323589262,0.7570504388429674,17.59413671574061,,,,17.59413671574061,17.59413671574061,,,,,6.465792380914832,theta_star,17.59413671574061,-3.552713678800501e-15,17.594136715740607,0.0,17.594136715740607,1.7980256367631178,15.166228061514008,2.4279086542266004,36.0,0.944,9.82,0.1944444444444444,True,10.125,10.6175,top70,-0.3049999999999997,2.3974086542266004,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,caleb williams,111.0,92.7,59.123574144486696,77
103,Trevor Lawrence,JAX,QB,90.4,10,94,-9,95.89,79.10274419252515,79.10274419252515,vet,5,,17.6313,2.8182,17.634423450195044,8.540768288565792,,16.99833291626099,0.6655807023094602,17.633378908174446,,,,17.633378908174446,17.633378908174446,,,,,5.684570555765986,theta_star,17.633378908174446,0.0,17.633378908174446,0.0,17.633378908174446,1.6859078497601798,15.166228061514008,2.4671508466604397,54.0,0.796,8.145,0.2592592592592592,True,10.125,10.6175,top70,-1.9800000000000004,2.26915084666044,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,trevor lawrence,94.0,95.89,59.73003802281369,78
64,Courtland Sutton,DEN,WR,59.8,29,59,-5,85.87,73.52284750866616,73.52284750866616,vet,8,112.0,13.1324141950898,2.9766536964980546,12.43820922971078,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.734354869171574,30.89390828199863,-0.0878168940387657,11.919387209377948,12.216881399112625,12.216881399112625,,,,,6.182658948278936,theta_star,12.216881399112625,-0.4084406995563121,11.80844069955631,0.0,11.80844069955631,1.24324765717444,7.920755406757527,3.887685292798784,54.0,0.907,6.0,0.2777777777777778,True,4.65,4.6875,top70,1.3499999999999996,4.0226852927987835,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.4084406995563112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,courtland sutton,59.0,85.87,60.0,79
65,Quentin Johnston,LAC,WR,95.2,46,98,33,144.43,119.44739385910852,119.44739385910852,vet,3,45.0,11.642809739280327,2.3333333333333335,10.169649826735766,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.712305516493837,24.985626283367555,0.0352413375037847,12.15463925476624,10.900843906928854,10.900843906928854,,,,,6.810573101316178,pi_market (market-anchored),10.169649826735766,2.015175086632116,12.184824913367882,0.0,12.184824913367882,1.3048537371403144,7.920755406757527,4.264069506610355,54.0,0.833,1.85,0.5555555555555556,True,4.65,4.6875,top70,-2.8000000000000007,3.9840695066103544,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.0151750866321168,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,quentin johnston,98.0,144.43,61.0,80
122,George Kittle,SF,TE,121.0,11,122,0,98.1,88.557584133917,88.557584133917,vet,9,,14.7134,2.9883,10.059453965152493,6.695175531217138,,9.36479863460861,0.5831141780125713,11.99961808337503,,,,11.99961808337503,11.99961808337503,,,,,3.904051776535561,theta_star,11.99961808337503,1.7763568394002505e-15,11.999618083375031,0.0,11.999618083375031,1.3971492004320014,9.786079490785122,2.21353859258991,54.0,0.778,1.25,0.4444444444444444,True,6.5875,3.725,top70,-5.3375,1.6797885925899094,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,george kittle,122.0,98.1,61.408450704225345,81
66,Jaylen Warren,PIT,RB,67.2,28,68,2,104.7,88.557584133917,88.557584133917,vet,4,63.0,11.389503267973856,2.6470588235294117,9.4762971493062,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,10.317311963190225,27.83299110198494,-0.0882138062059325,10.197061547929938,9.79313365251836,9.79313365251836,,,,,6.582947187996207,theta_star,9.79313365251836,0.0,9.79313365251836,1.4,11.19313365251836,1.814241878581272,7.4745791409013185,3.718554511617042,54.0,0.889,6.9,0.3518518518518518,True,6.1125,6.1125,top70,0.7875000000000005,3.797304511617042,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jaylen warren,68.0,104.7,62.0,82
